title,text,site,date,category,class,url
"“Hey, You’re Making It Way Too Fucking Obvious” Putin Warns Trump","WHILE everything Vladimir Putin pinned up on his 2025 vision board in his Kremlin office may be coming true, the Russian leader still felt the need to chastise his partner in crime, Donald Trump, for perhaps making things a bit 'too obvious'. ""Comrade, c'mon, calling Zelensky dictator when I'm guy who is first result image when look up 'modern dictators' on Google? Tone it down,"" Putin instructed in a text to Trump. Noted war criminal and instigator of the invasion of Ukraine, Putin had felt holding peaces talks with Trump on ending the war in Ukraine without involving Ukraine risked uncovering the very subtle effort he had made to make Trump his pawn, but now the cat was all but out of the bag. ""Yes we want you strong arm and abandon Ukraine but when you directly copy paste Kremlin propaganda notes into your social media posts with made up numbers, even your idiot supporters get suspicious,"" Putin added. Many political commentators have been shocked by Trump's outburst aimed at Zelensky after the Ukraine leader said the US president was living in a 'disinformation bubble', however, for others it is no great shock a serial sex offender would accuse a victim of being the real perpetrator. Putin's inner circle have once again publicly denied having any kompromat on Trump insisting, rather convincingly, that 'he is really just that stupid'. Elsewhere, a slightly embittered Joe Biden said 'okay, really, he thinks Ukraine started the war and that Zelensky is a dictator but I'm the one with dementia?'",Waterford Whispers News,"February 20, 2025",WORLD NEWS,Satire,https://waterfordwhispersnews.com/2025/02/20/hey-youre-making-it-way-too-fucking-obvious-putin-warns-trump/
,,,,,Satire,https://waterfordwhispersnews.com/2025/02/19/cultural-appropriation-samoan-tribesman-criticised-for-getting-irish-harp-tattoo/
Why Ireland Should Embrace Climate Change,"THE WORLD is more than familiar with the supposed negative impacts of impending climate change, but little space is given in these conversations for exploring the near endless opportunities, advantages and positives. Consulting several experts Waterford Whispers News has compiled a number of reasons to be cheerful from an Irish perspective: Midlands residents won't have to travel as far to the nearest beach as rising sea levels engulf coastal counties. More jobs created from having to clean up after natural disasters. The chance that Britain could disappear first makes it worth it alone. Pensioners could die from intense heat rather than from cold winters. We will experience better sunnier weather during the brief interlude from bitter snow storms or rain floods. We'll get to grow our own wine, wipe the smug grins off the French's faces. The more we burn, the more it turns to tan, the healthier we look. Less cunt bees stinging you. More extinct animals makes a family trip to the zoo even more precious. You get to tell your skeptic father-in-law 'told you so' as you arrive in paddle boat to help him find love ones drowned in flood water. You don't have to listen to Dublin GAA fans boast about All-Ireland wins if there's no more Dublin.",Waterford Whispers News,"February 19, 2025",Uplifting Viral Content,Satire,https://waterfordwhispersnews.com/2025/02/19/why-ireland-should-embrace-climate-change/
"Sex Worker In Riyadh With Hint Of Russian Accent Probably Nothing To Worry About, Thinks Trump Official","TAKING A WELL earned break from carving up Ukraine for the benefit of his boss and his boss's boss, one Trump administration official has dipped out of peace talks in Riyadh to catch up with a sex worker who organically began flirting with him in the lobby of his hotel this morning. ""No silly handsome man, I born in Saudi to Saudi family. Skin is pale because women kept inside all times, Saudi and Russian accent very different. I think, I never met Russian before,"" insisted the sex worker as she undressed newly installed defence official Thomas J. Aldonsen in his hotel room and insisted he position himself close to a mirror that did not have a secret camera placed behind it. ""Wow sounds big important job you have, you must have many stress, tell all problems you have. For example, what is Ukraine officials doing that US think is hurting Russia,"" continued the sex worker as she began giving the official a lap dance. Despite feeling comfortable in voicing all his work concerns aloud for someone who seemed like such a great listener, Aldonsen couldn't shake the feeling that the kind-faced sex worker had the sort of toned muscular body you only get from partaking in training for things like am elite FSB unit. ""No, you hearing things that not sound of zoom lens of camera that my mouth listen whir whir whir click click click,"" confirmed the sex worker, a 100% Saudi born national and genuine citizen. UPDATE: Aldonsen's dismissed his lingering paranoia that there was some sinister ulterior motive to a young and beautiful woman falling in love with him when the woman, Aaliyah, insisted they stay in touch, especially if he maintains his current career trajectory and becomes Secretary of Defence one day.",Waterford Whispers News,"February 18, 2025",WORLD NEWS,Satire,https://waterfordwhispersnews.com/2025/02/18/sex-worker-in-riyadh-with-hint-of-russian-accent-probably-nothing-to-worry-about-thinks-trump-official/
Musk & Putin Apply For Joint Custody Of Donald Trump,"A WASHINGTON judge has praised the two people at the centre of a custody battle after they defied the stereotypical argumentative exchanges normally seen in his court, instead amicably agreeing to share joint-custody of an orphan, Donald Trump. ""What impressed me most about the mature approach of both you men is that you had been in regular phone contact with one another prior to November 2024, Donald here was always your priority and at the forefront of your minds,"" judge Carlos Garcia told the court. ""I'm yet more impressed by this empathetic approach, as the person you seek to have in your care and control is at first glance, as cruel and unlovable as he is stupid and naive, but that's kids for you, I suppose,"" chuckled judge Garcia. The judge praised one of the parties, Vladimir Putin for undertaking as many as seven calls to Donald Trump before November 2024, believed to be attempts at reassuring him he wouldn't alone and he was loved. ""You could have bitterly argued over who was his favourite, but instead you both saw that your separate goals of stripping the last of the copper wiring out of US government departments, and convincing Donald Ukraine don't need to be involved in talks to end the war in Ukraine could be achieved as part of this unconventional blended family,"" added the judge. Mindful that giving evidence at custody battles can be intimidating for children, never mind for dim-witted pawns who have no idea they are being used, the judge allowed Trump to take the stand while repeatedly drawing his signature on paper in big writing. ""My favourite thing to do with Elon and Vlad is when I get to tell them what to do,"" Trump told a judge, who couldn't help but smile at the impressionable tyke at the centre of the ruling.",Waterford Whispers News,"February 14, 2025",WORLD NEWS,Satire,https://waterfordwhispersnews.com/2025/02/14/musk-putin-apply-for-joint-custody-of-donald-trump/
Zelensky Yearns For Good Old Days When He Simply Played Piano With Penis For A Living,"UKRAINIAN President Volodymyr Zelensky looked vacantly through a sea of international press photographers and journalists yearning for days gone by when he played the Jewish classic 'Hava Nagila' on a piano with his penis for a living, wondering where it all went so horribly wrong. ""I'd give anything to beat those ivory keys with my manhood right now instead of leaving the fate of our nation to foreign superpowers hellbent on making lucrative deals for themselves with Ukrainian territory,"" the 47-year-old thought to himself as he was bombarded with multiple questions relating to news of 'peace talks' between Russia and the US. Humming the familiar folk piece in his head, Volodymyr insisted that Ukraine will not agree to any peace deal proposed by the US and Russia without its involvement, knowing full well his words will land on deaf ears, with his role as 'president' currently holding even less importance now than the pianist role he played in 2016. ""Maybe if I did the piano act again today as president wearing this stupid khaki t-shirt they make me wear, then everyone might actually listen to me?"" he pondered to himself, cracking a rare chuckle, imagining the uproar such a performance would cause mid-NATO conference while he asked for more military aid. ""I'd probably play something more suitable for the times like the Curb Your Enthusiasm theme, or the Imperial March – God help us all,"" he blessed himself and whatever is left of Ukraine.",Waterford Whispers News,"February 14, 2025",WORLD NEWS,Satire,https://waterfordwhispersnews.com/2025/02/14/zelensky-yearns-for-good-old-days-when-he-simply-played-piano-with-penis-for-a-living/
Aer Lingus Pilot Suspended For Landing In Reverse,"AER LINGUS have ordered all pilots to undergo retraining on health and safety in the aviation industry after one pilot was suspended for landing in reverse. ""An idiot trying to show off to his friends,"" explained an Aer Lingus spokesperson, describing the actions of the pilot of the 11.30am EI165 flight from Heathrow into Dublin. Pilot Frank Neville has been suspended pending a review after plane spotters recorded footage of Neville flying passengers into Dublin tail end first, in a brazen act of irresponsible piloting. ""We don't have the full details but we believe Frank, a veteran of 30 years, was trying to impress a younger pilot and made a bet that he could do it,"" explained Aer Lingus. While no passenger was injured during the risky maneuver, breaking from accepted landing procedures could have ended in tragedy. And unrepentant Neville, speaking to WWN, appealed to anyone with footage to send it directly to him as 'it probably looked cool as fuck'. Elsewhere, Ryanair are to take no action after a pilot landed one of their planes like it owed him money.",Waterford Whispers News,"February 17, 2025",LOCAL NEWS,Satire,https://waterfordwhispersnews.com/2025/02/17/aer-lingus-pilot-suspended-for-landing-in-reverse/
Most Unromantic Man In Ireland Saved By Last Minute Panic Shop In ALDI,"WITH VALENTINE'S Day appearing like an apparition out of nowhere with no warning and zero promotion, Gavin McNeffin, widely regarded as Ireland's most unromantic man, has been saved by a panic shop in ALDI. ""Hang on, is Valentine's Day on the 14th?"" McNeffin said in response to reminder texts from his sisters to treat his girlfriend Louise Kane to some romance for once. ""Maybe I better ask her if we're 'doing Valentines' this year as we're two years together now and have probably moved past that stage in our relationship,"" declared 22-year-old McNeffin. Had McNeffin not stumbled into his local ALDI, the Waterford man was on course to possibly top last year's gift to Kane of subjecting her to watching 'greatest overhead kick goals' compilation videos online while wondering why she was upset. ""If there's one thing she loves more than debating if it was a technically a bicycle kick or an overhead kick, it's a big juicy steak,"" McNeffin said, as he used his arms to sweep anything with a red-bow into his ALDI shopping basket. Despite beads of sweat gathering on his forehead, with his purchase of an ALDI card, award-winning steak, middle aisle candle and chocolates, McNeffin is now in line to accumulate enough brownie points to open up his very own brownie factory. ""I even got Louise one of her favourite Proseccos; one with alcohol in it,"" beamed McNeffin, basking in the knowledge that his other half is actually very lucky to have him now he thinks about it.",Waterford Whispers News,"February 13, 2025",Category not found,Satire,https://waterfordwhispersnews.com/2025/02/13/most-unromantic-man-in-ireland-saved-by-last-minute-panic-shop-in-aldi/
Arts Council Take Stereotype About Artists Being Shit With Money To New Heights,"THE ARTS COUNCIL has formally apologised to artists across Ireland today after the news broke that the funding body spent an estimated €7mn on a new IT system that is not fit for purpose and was ultimately scrapped. ""We've battled against the stereotype that we're shit with money for decades, spend it on ridiculous airy fairy flights of fancy and now this happens? From the very body promoting the arts as a serious pursuit?"" one saddened artist said shortly before asking for a lend of a tenner for the train. ""It took me years to convince my mam I wasn't an idiot for spending €900 on brass for a sculpture that featured in the Vienna Biennale. I've a house nearly paid off, I employ 5 people and after 27 years, just as she was nearly convinced this was a 'real career' you come out with this stuff,"" one artist weeped. Others artists have simply lamented the fact the money used on the costly, wasteful project could have gone elsewhere. ""I'm actually filming a new series of Love/Hate, could have done with that money,"" confirmed actor John Connors. Elsewhere, Minister Patrick O'Donovan has ordered an external audit of the organisation, raising hopes among TDs that they'll to appear on the Six One News looking important as they grandstand and berate the Arts Council board over spending. ""I missed out on the RTÉ Tubridy stuff 'cus I was only recently elected, I thought I'd never get the chance to do this,"" blushed one excited TD, who will later use a Dáil printer to print €17,000 worth of leaflets that they'll never use and ultimately burn in an incinerator.",Waterford Whispers News,"February 13, 2025",ENTERTAINMENT,Satire,https://waterfordwhispersnews.com/2025/02/13/arts-council-take-stereotype-about-artists-being-shit-with-money-to-new-heights/
Time Saved On Not Having To Untangle Earphones Pales In Comparison To Time Lost Looking For Dropped Air Pod,"PRODUCT engineers at leading electronic manufacturers have apologised en masse and called for reconciliation efforts after admitting that while they have ended the scourge of untangling headphone cables they have inadvertently created a bigger problem, chiefly endless hours lost searching for dropped or misplaced wireless ear buds. ""We tried to play God and we've been punished,"" product designers admitted, hanging their heads in shame. Their apology, delivered over a public Zoom call was briefly delayed as one designer had misplaced their wireless ear phones, last seen on a kitchen counter hours previous. Introduced by Japanese firm Onkyo and popularised by Apple the wireless earbuds were presented to people as a solution to the bitter frustration brought about by detangling of ear phone cables, the untethering of which cost the average person weeks of their life. ""The horrible dystopian present we created actually causes more lost hours as people can't just wrap their ear phone cables around the phones while still plugged in,"" said one product engineer, who nearly died from starvation after his wireless ear bud fell out while on a forest walk, leading him spends hours retracing his steps to no avail. While accessories like magnetic ear bud cases which stick to phones cases have been created, the public has pointed out they're 'not fucking paying for bullshit accessories, have you seen the price of wireless ear phones!?!' ""We thought we were clever, adding the 'find my air pods' feature but instead of helping people, it just led to them losing their sanity as they ripped up cushions from the very sofa the app said they were under only to find nothing there. We should be in prison for our crimes,"" concluded an ashamed lead designer.",Waterford Whispers News,"February 13, 2025",LIFESTYLE,Satire,https://waterfordwhispersnews.com/2025/02/13/time-saved-on-not-having-to-untangle-earphones-pales-in-comparison-to-time-lost-looking-for-dropped-air-pod/
Insults To Use As Gaeilge In The Dáil That The Ceann Comhairle Won’t Understand,"A RARE and short lived moment in the Dáil during which a passage of civil and substantive debate nearly broke out was interrupted by Micheál Martin accused Mary Lou McDonald of 'telling lies' as Gaeilge. This most unparliamentary language, seen as a beyond-the-pale insult, prompted many to suggest it is at times like these having a Ceann Comhairle who actually spoke Irish could have come in handy. Go dtuitfeadh an tigh ort – that your house may fall on you. A completely useless insult outside of the Dáil as over 65% of 25 year olds are still living at home and have no hope of ever owning a home. The insult wouldn't hurt them at all but in the Dáil? Chances are whoever you lob the insult at has between 1 and 13 gaffs. Go marbhaí an diabhal tú – that the devil may kill you. Before the Ceann Comhairle has opened her Duo Lingo app or reached for a dictionary, you have delivered the sort of horrible mean-spirited insult that adds nothing to a debate, nor proffers any solution to ongoing crises. Perfect for the Dáil so. Ráitseach – a woman of loose morals. Gráiscín – a man of loose morals. You could be insulting any TD, one who failed to declare their property interests, one who wrote a character reference for a violent offender, one who has pledged their vote to a government who has already talked about more subsidies for developers and the end to rent pressure zones. No matter the target, the Ceann Comhairle won't understand. Sciútrachán – greedy, gluttonous person. Perfect for when lobbing insults at a TD whose only price for going into government with FF/FG was more expenses money or a cushy gig as Dáil's chief cat herder. Transna ort fhéin – go sideways on yourself AKA go fuck yourself. A sneaky variation of the 'Deputy Stagg' variety. Snaidhm bundúin ort – may your arse be knotted. Adding the fact that many a TD's mouth is full of shite, that's a toxic combination.",Waterford Whispers News,"February 13, 2025",POLITICS,Satire,https://waterfordwhispersnews.com/2025/02/13/insults-to-use-as-gaeilge-in-the-dail-that-the-ceann-comhairle-wont-understand/
"“Everyone Different To Us Must Die, Daddy” Musk’s Adorable Interaction With Son","""I WANT them all dead, daddy, everyone different to us must die,"" Elon Musk's adorable son, X, yelled sparking waves of laughter from president Donald Trump and surrounding staffers after a press conference in the Oval Office on Tuesday. ""Daddy, do the funny wave the black and white man you watch at home does,"" X insisted, his father now shushing him before reminding the 4-year-old that 'at home talk is only for at home'. Casually walking around the most secured office in the known world, X inquired why his father's orange friend with the silly hair is back sitting in his father's favourite seat again. ""Sometimes daddy has to lend it to uncle Don – remember, sharing is caring, X,"" Musk explained, as those in attendance 'awed' at the heartwarming interaction between a billionaire with delusions of world domination and his future heir. ""When I grow up, I'm going to make sure no one steals my chair – I'll kill them all... pew, pew, pew!"" X exclaimed now making gun shooting gestures directly at a nervous looking Hispanic reporter. ""Daddy, why is this called the White House when there's lots and lots of... "" he began, before being quickly lifted up into his father's arms and told it was nap time.",Waterford Whispers News,"February 13, 2025",WORLD NEWS,Satire,https://waterfordwhispersnews.com/2025/02/13/everyone-different-to-us-must-die-daddy-musks-adorable-interaction-with-son/
"“Make Sure It’s Skinny This Time, Don” Musk Denies Hostile Takeover, Sends Trump On Coffee Run","""THE last one was cold... and make sure it's skinny this time, Don. Now where was I? Ah, yes... uh, no, I wouldn't say 'in charge', uh, I'm just helping out here – a special government employee. Yeah, that's it, special, "" Elon Musk reassured reporters last night when asked if he was in the middle of a hostile takeover of the US Government as he ordered elected president Donald Trump to nip down to Starbucks on a coffee run. ""Ah, um, no, um, those are just coincidences,"" he continued, denying that his Doge team tasked with 'cutting costs in the federal government' were actively safeguarding his own financial interests by gutting agencies investigating his companies for regulatory noncompliance, ""I, uh, didn't hear anything like that, where's Don with my latte? Susie! Get Don on the phone... see if he got lost again... so hard to get good presidents these days"". The world's richest man insisted everything his anonymous team of staffers was doing was transparent, but urged journalists not to inquire about silly little details like their names, ideology, especially if they're openly racist, and to trust them with dismantling 400 years of democracy. ""Uh, these things take time... Nazi Germany wasn't built in a day... or, ah, that's a joke... huh,"" he insisted, before asking an aid if it's legal to kill journalists if they're trespassing in the White House. ""Ah, okay... we should probably change that law then but let the Fox ones live"".",Waterford Whispers News,"February 12, 2025",WORLD NEWS,Satire,https://waterfordwhispersnews.com/2025/02/12/make-sure-its-skinny-this-time-don-musk-denies-hostile-takeover-sends-trump-on-coffee-run/
Drunk Politician Found On All Fours On O’Connell Street Reinstated To Fine Gael Party After Undeclared Rental Properties Found,"DESPITE voluntarily resigning from Fine Gael after an arrest for intoxication, senator Martin Conway has been subjected to begging letters from senior party figures after they heard a series of unfounded rumours. ""Obviously standards fell below what we expect in respect to the O'Connell Street drinking incident but then the esteem we hold him in soared above the Spire when someone heard something about rental properties not being on a register,"" said one Fine Gael insider. Conway, who resigned in the wake of doing something 7 in 10 Irish workers do every weekend, could sensationally return to Ireland's law and order-when-it-suits-us party. ""This is the kind of out of the box thinking we need and covet in Fine Gael,"" confirmed one party insider who admitted with the departures of Damien English and Josepha Madigan, the party had a 'not declaring property stuff' gap to fill. While the rumours were in fact unfounded in regards to the rental properties, Fine Gael have been asked to clarify what is and isn't permitted behaviour within their party. ""So you can assault someone in a drunken brawl? And then you can run in Louth for a Dáil seat? But if you drink too much and sober up in a garda station you're out on your ear? I'm confused,"" confirmed one onlooker. Elsewhere, Taoiseach Micheál Martin said it was a great shame Mr Conway didn't have any secret properties as he would not benefit from the government scrapping rent pressure zones which prevent huge increases in rental prices.",Waterford Whispers News,"February 10, 2025",POLITICS,Satire,https://waterfordwhispersnews.com/2025/02/10/drunk-politician-found-on-all-fours-on-oconnell-street-reinstated-to-fine-gael-party-after-undeclared-rental-properties-found/
