title,text,site,date,category,class,url
But Dog Likes Fighting For Money,"CHICAGO—Pleading with animal rescue authorities as they wrestled him into the back of a van, local pit bull mix Pistol stated Wednesday that he likes fighting for money. ""But I'm so good at it—please!"" said Pistol, who reportedly panicked as he caught one last glimpse of the beloved dog-fighting compound he called home, realizing he might never again have the opportunity to pursue his passion. ""I made 50 bucks last week! Not that it's about the money! It's not! I just love what I do! The violence sexually excites me! No, no, no, please stop rescuing me, stop!"" At press time, Pistol told sources he was just hoping he would be euthanized before he could be adopted by some family that renamed him Marshmallow.",The Onion,2024-03-27T15:55:00+00:00,Local,Satire,https://theonion.com/but-dog-likes-fighting-for-money-1851352386/
Finance Whiz Has Over $300 In Bank Account,"JANESVILLE, WI—A monetary wunderkind who has amassed a level of wealth the average American can only dream of, local finance whiz Jason Reed has over $300 in his bank account, sources confirmed Monday. ""That's not just $300 on paper—that's 300 bucks, free and clear, in a checking account at Chase,"" said a person close to Reed, speculating that the 24-year-old money-making phenom must possess an extensive knowledge of financial markets and a preternatural ability to navigate macroeconomic trends in order to possess hundreds of dollars in liquid assets. ""Don't ask me how he's managed to accumulate that kind of dough, but he must have made some seriously shrewd deals and then taken advantage of a bunch of tax loopholes. I was at his house once, and he actually just had money lying around, including at least $25 worth of quarters in what I can only assume was some kind of high-yield coin jar."" At press time, Reed had reportedly lost everything he had after sinking all his money into a new set of tires when his car failed inspection.",The Onion,2024-04-01T12:30:00+00:00,Local,Satire,https://theonion.com/finance-whiz-has-over-300-in-bank-account-1851375065/
Sotheby’s Announces Auction Of Napkin On Which Jeffrey Epstein Jotted Down Idea For Pedophilia,"NEW YORK—Calling it an ""unprecedented window"" into one of the world's most creative minds, Sotheby's announced Friday that it was auctioning off the napkin on which Jeffrey Epstein first jotted down the idea for pedophilia. ""In 1985, Jeffrey Epstein was sitting at a bar in Palm Beach and, in a stroke of pure genius, single-handedly invented the idea for molesting children,"" said Sotheby's lead auctioneer Paul Errenthol, adding that Epstein then reportedly shouted, ""Eureka!"" grabbed a pen, and scribbled ""child + sex"" down on the 5-by-5-inch serviette, thus changing history forever. ""While Mr. Epstein's legacy is admittedly quite complicated, one cannot dispute that his out-of-the-box thinking regarding sexual abuse altered the course of humanity as we know it. In fact, had he not had a pen and this napkin handy that fateful night, Epstein's island, his dozens of accusers, and his large, all-powerful cabal of elite pedophiles might never have existed."" At press time, Sotheby's confirmed the napkin had sold for over $200 million after several of Epstein's associates, including Bill Gates, Bill Clinton, and Prince Andrew got into a heated bidding war over the priceless memorabilia.",The Onion,2024-04-05T10:00:00+00:00,News,Satire,https://theonion.com/sotheby-s-announces-auction-of-napkin-on-which-jeffrey-1851375213/
O.J. Simpson Allowed To Remain Living After Coffin Doesn’t Fit,"LAS VEGAS—With onlookers gasping as the former football star made a big show of being too big for the casket, O.J. Simpson was reportedly allowed to remain alive Thursday after his coffin didn't fit. ""If the coffin doesn't fit, you must let him live a bit."" said O.J. eulogizer Tommie Lochran, who advocated for Simpson to continue living despite evidence that the coffin had shrunk after previously getting wet. ""Any DNA found in the casket that appears to be Mr. Simpson's, I believe, was the result of contamination. It would be existential malpractice to allow Mr. Simpson to die knowing full well that this coffin was not made for him."" At press time, Simpson went on a media blitz promoting his escape from death.",The Onion,2024-04-11T17:02:00+00:00,News,Satire,https://theonion.com/o-j-simpson-allowed-to-remain-living-after-coffin-does-1851403804/
Travis Kelce Impresses Coachella Crowd By Tossing Taylor Swift 50 Feet Across Grounds,"INDIO, CA—In a viral video clip that left fans fawning over the celebrity couple, Travis Kelce reportedly tossed Taylor Swift 50 feet across the festival grounds at Coachella Saturday night. ""He picked her up and hurled her like it was nothing,"" said 25-year-old Brooke Renny, just one of dozens of festivalgoers who captured cell phone footage of the Kansas City Chiefs tight end as he held the pop star over his head, spun 360 degrees, and then sent her hurtling over the crowd. ""You could tell she was saying 'Throw me! Throw me!' into his ear, and then he did. He whipped her across the grounds so easily—it was so cute. She just went soaring over the heads of everyone in the crowd."" At press time, Renny was gushing over another viral video that showed Kelce spiking Swift into the ground.",The Onion,2024-04-15T19:50:00+00:00,Entertainment,Satire,https://theonion.com/travis-kelce-impresses-coachella-crowd-by-tossing-taylo-1851410856/
Biden Carried Away By Ants,"WASHINGTON—In a shocking breach of White House security, President Joe Biden was reportedly carried away by ants Friday. According to witnesses, the 81-year-old commander-in-chief remained quite calm during his apparent abduction by the insects, showing no signs of resistance as the swarm of approximately 2,500 black carpenter ants hoisted him over their bodies using their powerful mandibles and began marching slowly but steadily toward the White House Rose Garden. Secret Service officials confirmed that snipers stationed on the roof of the executive mansion fired upon the swarm to no avail, reportedly because the ants' 6-millimeter-long bodies were simply too small to target. At press time, sources said the FBI was negotiating with the ant colony's queen for Biden's release.",The Onion,2024-04-19T15:43:00+00:00,Politics,Satire,https://theonion.com/biden-carried-away-by-ants-1851422363/
Tesla Lays Off Entire Team Behind Brakes,"AUSTIN, TX—In the latest round of layoffs for the company's struggling automotive division, electric vehicle manufacturer Tesla fired the entire team behind brakes, sources confirmed Wednesday. ""As we continue to rightsize the Tesla workforce, we have come to the decision that stopping the car is no longer a critical function,"" said CEO Elon Musk, whose announcement came as a shock to the team of 500 Tesla workers responsible for the electric vehicles' braking systems. ""As the brakes never really worked anyway, we figured the team's existence was redundant. Going forward, none of our models will be outfitted with brakes. Instead, we will shift our efforts to making fart noises louder."" At press time, Tesla staffers responsible for wheels were reportedly nervous after receiving an ominous meeting request from HR.",The Onion,2024-05-01T17:40:00+00:00,News,Satire,https://theonion.com/tesla-lays-off-entire-team-behind-brakes-1851449223/
Drake Drops New Track Inviting Kendrick Lamar Out To Coffee So They Can Clear Things Up,"TORONTO—In a stunning twist to the feud between the two hip-hop artists, Drake reportedly dropped a new track Monday inviting Kendrick Lamar out to coffee so they could clear things up. ""The truth is, Kendrick, I think you're a sweetie / Does 2 p.m. work, or maybe 3?"" Drake raps in his new single titled ""I Miss You, Buddy,"" in which the 37-year-old Canadian rapper apologizes for the miscommunication that has derailed the two former collaborators' friendship and suggests they meet up on a day Lamar isn't too busy to see if they can mend things. ""I think it'd be nice if we grabbed some coffee / I have a Tim Hortons gift card that's worth at least twenty / Order whatever you like, this one's on me."" At press time, Kendrick Lamar had responded with a new track titled ""Water Under The Bridge (Love You, Man).""",The Onion,2024-05-06T17:56:00+00:00,Entertainment,Satire,https://theonion.com/drake-drops-new-track-inviting-kendrick-lamar-out-to-co-1851458534/
Perdue Announces Initiative To Even The Playing Field By Giving Chickens Guns,"SALISBURY, MD—Emphasizing that it was an integral part of the company's mission to raise humanely sourced meat, poultry processing giant Perdue Farms announced a new initiative Tuesday to even the playing field by giving guns to chickens. ""At Perdue, we always strive to ensure animals are treated with dignity and respect, and today we expand upon that commitment by handing each bird a loaded pistol and allowing them a fair chance to escape,"" said Perdue spokesperson Jamie Walton, describing a new policy under which each chicken would be issued a weapon with a single round in the chamber and given an opportunity to kill their captor with a well-placed bullet before they could be taken to slaughter. ""They should get one clean shot. That's just good sportsmanship. So from now on, every chicken in our Perdue facilities will have free and easy access to firearms. We may lose some staff to gunshot wounds, but everyone involved—human or fowl—will have an opportunity to defend themselves. It's only right."" At press time, sources confirmed a shift in the balance of power at several Perdue processing plants had resulted in thousands of employees being slaughter with assembly-line efficiency.",The Onion,2024-05-14T15:40:00+00:00,News,Satire,https://theonion.com/perdue-announces-initiative-to-even-the-playing-field-b-1851423157/
New Florida Law Requires All Women To Produce 3 Healthy White Sons By 22nd Birthday,"TALLAHASSEE, FL—Touting the legislation as a common-sense victory for family values, Gov. Ron DeSantis (R) signed a new law Thursday requiring all Florida women to produce three healthy, white sons by the date of their 22nd birthday. ""The production of white daughters will not be penalized, but they will be seized by the state for the production of white sons,"" said DeSantis, who clarified that regardless of the race, ethnicity, or religious background of the mother, all sons would be required to be both white and raised in a Catholic household. ""Three is the bare minimum. Despite what the virtue-signaling, left-wing fanatics are espousing on CNN, this requirement is actually quite fair and attainable. Whether Florida women and girls choose to get started at age 15 or 19, they will have plenty of time to comply."" At press time, DeSantis added that a miscarriage counted as negative one white sons.",The Onion,2024-05-16T18:20:00+00:00,Politics,Satire,https://theonion.com/new-florida-law-requires-all-women-to-produce-3-healthy-1851482288/
Everyone In ER Bit Off Finger While Holding Sandwich,"INDIANAPOLIS—Admitted with complaints that it had been hard to tell the difference between their fingers and their food, everyone in Unity Medical Center emergency room Friday had bitten a digit off their hand while holding a sandwich, according to hospital officials. ""At the present time, every bed in our ER is occupied by someone who inadvertently chewed their finger down to a nub while enjoying a chicken club, Reuben, or tuna melt,"" ER administrator Lauren Calpert told reporters, explaining that the detached appendages had visible teeth marks well past the second knuckle, which she said was an indication that most of the patients had taken more than one bite of their finger. ""Many of these individuals confirmed they felt pain while biting into their sandwich, but said they were so hungry for their lunch they continued eating anyway, not realizing that what they had assumed was mortadella or pepper jack cheese was actually a part of their body. We'll do our best to reattach the fingers that weren't swallowed, but that isn't going to prevent these patients from chewing them off again the next time they eat a gyro or cheesesteak."" At press time, saying they really needed something to wash down their sandwich with, several of the patients reportedly failed to realize they were drinking the blood from their wounded hand.",The Onion,2024-05-24T10:00:00+00:00,Local,Satire,https://theonion.com/everyone-in-er-bit-off-finger-while-holding-sandwich-1851488798/
Cult Leader Not Even Charismatic,"NEW YORK—Baffled by the woman's sway over her millions of acolytes, sources confirmed Monday that local cult leader Taylor Swift, 34, was not even charismatic. ""Typically, the cult leaders I study are highly persuasive individuals with magnetic personalities—Ms. Swift, however, presents a unique case,"" said cult expert and psychologist Professor Marion Douglass, who called it ""bizarre"" that so many young, impressionable women had pledged their devotion to the artist when there were so many other personalities out there who were leagues more magnetic. ""She's managed to amass these so-called Swifties without a drop of charm. It can't be her doctrine they're drawn to, because that is not particularly inspiring either. We know these followers would kill for her, but the question is, why?"" Douglass went on to hypothesize that perhaps Swift was blackmailing her followers with sordid details of their personal lives she had obtained through fan letters.",The Onion,2024-06-03T10:15:00+00:00,Entertainment,Satire,https://theonion.com/cult-leader-not-even-charismatic-1851512851/
Embarrassed David Attenborough Realizes He Spent 10 Minutes Describing Stillness Of Duck Decoy,"CHELMSFORD, ENGLAND—Interrupting his hushed narration about the inanimate bird's majesty as he observed it from a small boat, an embarrassed David Attenborough reportedly realized Friday that he had just spent the past 10 minutes describing the stillness of a duck decoy. ""The male mallard is a temperate waterfowl, known for its remarkable ability not to blink or even move for minute after minute—wait a second, oh, goddammit, really?"" said the renowned naturalist, who grew visibly flustered as he squinted at the wooden bird, cutting off his own monologue praising the ""incredible display of commitment and near-woodenness"" on the part of the nonliving bird in order to scream with frustration. ""I guess I wasn't wrong to say how serene it looks, but...Jesus Christ. No one could have told me? No one? Fuck all of you. Seriously. Well, I suppose I should have learned my lesson when I tried to speak to that scarecrow in Mozambique."" At press time, Attenborough was spotted chewing out a flustered assistant director of photography and insisting that he needed to delete the footage immediately.",The Onion,2024-06-07T10:15:00+00:00,Entertainment,Satire,https://theonion.com/embarrassed-david-attenborough-realizes-he-spent-10-min-1851512951/
Newest U.S. Aid Mission Just Single PowerBar Labeled ‘For Gaza’ Thrown Into Ocean,"WASHINGTON—With more than 2 million displaced Palestinians facing the threat of famine, the U.S. Agency for International Development announced Monday it had fulfilled its pledge to provide food assistance, throwing a single PowerBar labeled ""for Gaza"" into the Atlantic Ocean. USAID reportedly alerted the war-torn region to be on the lookout for the foil-wrapped item, which the agency is counting on to float eastward from North America toward the Mediterranean Sea, and which includes a handwritten note with the instruction ""DO NOT EAT unless Palestinian"" underlined four times. According to officials, the en-route ProteinPlus PowerBar contains a full 20 grams of proteins and will ameliorate the catastrophic hunger presently being endured by a significant percentage of Gazans, so long as whoever finds it agrees to share it. Insiders confirmed that with the right currents and weather patterns, the chocolate-flavored meal replacement should reach Gaza by 2035, only two years after the expiration date.",The Onion,2024-06-17T10:30:00+00:00,News,Satire,https://theonion.com/newest-u-s-aid-mission-just-single-powerbar-labeled-f-1851540802/
Report: Every Place On Earth Has Wrong Amount Of Water,"RESTON, VA—A new global report released Monday by the U.S. Geological Survey revealed that every place on earth currently has the wrong amount of water. ""New satellite data confirms that every corner of the earth has the incorrect quantity of water,"" the report read in part, noting that even though the total amount of water on the planet seemed to be about right, give or take a few hundred milliliters, the distribution of that water across the globe was ""way off."" ""In every case, there is either too much or too little water, with zero exceptions. Even when we try to move it around ourselves to make it even, someone keeps moving it back. It's very frustrating."" The USGS did, however, note that the amount of fire on earth had been properly disbursed.",The Onion,2024-06-17T17:55:00+00:00,News,Satire,https://theonion.com/report-every-place-on-earth-has-wrong-amount-of-water-1851544516/
NASA Warns Space Hawk Has Swooped In And Picked Up Earth For Nest,"WASHINGTON—Sounding the alarm that a cosmic bird of prey had clamped its talons onto the planet, NASA warned Thursday that a space hawk had swooped in and picked up the Earth for its nest of hungry space chicks. ""We are on high alert after our satellite imaging confirmed that a quite sizable space hawk has in fact descended on Earth and carried it off with the intention of feeding our planet to its interstellar hatchlings,"" said NASA administrator Bill Nelson, who explained that the space hawk had used its keen extrasolar vision to pinpoint Earth's blue seas from hundreds of light-years away, allowing the cosmic raptor to pluck our rocky planet right from its orbit. ""Given the evidence we've obtained from observing distant exoplanets, the space hawk will first tear apart the Earth and give bite-sized pieces of our home world to its young. We do not have long before we are devoured and used as sustenance for the next generation of galactic apex predators."" At press time, a supernova had reportedly frightened the space hawk, causing it to drop Earth into a black hole.",The Onion,2024-06-20T12:00:00+00:00,News,Satire,https://theonion.com/nasa-warns-space-hawk-has-swooped-in-and-picked-up-eart-1851544578/
Clarence Thomas Torn Over Case Where Both Sides Offer Compelling Scuba Trips,"WASHINGTON—Admitting that he had never been more conflicted about a ruling in his life, Supreme Court Justice Clarence Thomas was reportedly torn Monday over a case in which both sides offered compelling scuba trips. ""While there's a strong historical precedent for a lavish excursion to Bali, the plaintiff has instead taken a more unorthodox approach and presented an all-expenses-paid diving trip off the shores of Aruba,"" said a thoughtful, inquisitive Thomas, adding that while he had supported taking vacations with donors to Southeast Asia for years, he was starting to see the appeal of visiting the white sandy shores of the Caribbean. ""In their arguments, the defense made a detailed case that perhaps this summer I need three weeks with my family on a luxury yacht in the Pacific, complete with my own scuba instructor and private chef. But the plaintiff has repeatedly claimed he can get me more in Aruba. He even said I could swim with a shark. And I've always wanted to do that."" At press time, Thomas called for a short recess to give the matter more thought, as whichever choice he made could have dire consequences for decades of his luxury vacations.",The Onion,2024-07-01T11:00:00+00:00,News,Satire,https://theonion.com/clarence-thomas-torn-over-case-where-both-sides-offer-c-1851566812/
